Date,open,close,high,low,volume,money
2021/6/29,5248.52,5190.54,5248.52,5182.68,12516299700,3.15E+11
2021/6/30,5189.38,5224.04,5231.43,5186.63,10375267100,2.81E+11
2021/7/1,5241.2,5229.66,5252.26,5190.88,12724062000,3.24E+11
2021/7/2,5186.66,5081.12,5186.66,5074.36,13042642400,3.43E+11
2021/7/5,5073.78,5085.79,5098.23,5048,13121158900,3.35E+11
2021/7/6,5089.78,5083.1,5092.21,5028.51,14065522000,3.63E+11
2021/7/7,5052.42,5140.49,5152.77,5045.41,14854906000,3.37E+11
2021/7/8,5149.31,5088.26,5151.22,5078.93,17390100800,3.98E+11
2021/7/9,5063.15,5069.44,5081.41,5006.41,16065322600,3.53E+11
2021/7/12,5108.38,5132.71,5159.41,5070.32,20621203900,4.37E+11
2021/7/13,5128.61,5142.1,5154.05,5114.94,16648220900,3.61E+11
2021/7/14,5130.75,5083.08,5130.75,5075.13,18835272000,3.73E+11
2021/7/15,5073.26,5151.46,5153.81,5067.68,18107710300,3.72E+11
2021/7/16,5140.9,5094.77,5140.9,5090.63,16995598200,3.63E+11
2021/7/19,5083.73,5113.49,5120.82,5047.62,15319958900,3.40E+11
2021/7/20,5080.22,5108.99,5114,5067.86,12930004400,2.84E+11
2021/7/21,5122.78,5144.04,5160.54,5122.3,16797646900,3.90E+11
